userid,movieid,minute
281242,no+direction+home+bob+dylan+2005,135
58668,o+amor+natural+1996,27
317317,gladiator+2000,129
53305,army+of+shadows+1969,50
120021,rich+in+love+1992,52
163833,blood+diamond+2006,88
7788,the+little+mermaid+1989,44
134571,the+incredibles+2004,68
136481,interstellar+2014,122
17187,sa-nisse+-+welcome+to+knohult+2011,16
2713,harry+potter+and+the+prisoner+of+azkaban+2004,2
156465,the+codes+of+gender+2010,70
67378,forrest+gump+1994,41
66104,the+matrix+1999,87
274895,the+shawshank+redemption+1994,29
262819,the+sword+in+the+stone+1963,53
235319,star+wars+1977,43
221117,sams+song+1969,75
7905,who+are+you_+polly+maggoo+1966,100
232572,the+shawshank+redemption+1994,5
65585,moonrise+1948,68
155534,velvet+goldmine+1998,98
34932,all+the+presidents+men+1976,134
156311,thor+2011,8
188184,die+hard+1988,83
144702,tangled+2010,13
299625,the+paper+1994,109
292805,come+drink+with+me+1966,61
329820,the+beat+that+my+heart+skipped+2005,28
220042,the+hunger+games+mockingjay+-+part+1+2014,17
140499,age+of+the+dragons+2011,87
22664,conan+the+barbarian+1982,128
128443,the+fifth+commandment+2008,72
126218,interstellar+2014,157
164503,waterboys+2001,45
158541,foul+play+1978,82
70863,spirited+away+2001,61
58237,black+moon+1934,35
36087,gypsy+1962,52
125379,the+7th+voyage+of+sinbad+1958,81
272789,princess+mononoke+1997,28
149277,eden+2006,61
28016,back+to+the+ussr+1992,25
182784,the+hobbit+the+desolation+of+smaug+2013,67
35235,ice+age+2002,7
283970,the+other+woman+2014,61
187126,darbys+rangers+1958,67
297283,hyenas+1992,47
191152,the+phenix+city+story+1955,24
130041,scarface+1983,134
108334,dawn+of+the+planet+of+the+apes+2014,110
117469,cloak++dagger+1984,78
149571,the+nine+lives+of+fritz+the+cat+1974,77
310508,jack++sarah+1995,77
176720,fubar+2002,3
241393,facing+the+truth+2002,99
264118,the+maltese+falcon+1941,17
195722,my+name+is+nobody+1973,74
206121,the+avengers+2012,118
142603,the+godfather+1972,88
109231,on+the+edge+2006,18
191400,spirited+away+2001,36
341414,romasanta+2004,1
101373,from+russia+with+love+1963,10
238996,brown+of+harvard+1926,10
91878,laila+1929,69
143091,interstellar+2014,163
94968,sliver+1993,96
134876,the+edge+1997,30
137768,sleep+dealer+2008,32
202045,dark+victory+1939,40
300128,the+life+and+times+of+judge+roy+bean+1972,50
313100,men+in+black+ii+2002,21
121436,the+secret+of+nimh+1982,61
269015,inception+2010,109
252037,you+dont+know+jack+2010,48
261679,taken+2002,643
227336,metallica+some+kind+of+monster+2004,16
193729,saving+mr.+banks+2013,31
315915,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,119
255910,galaxy+quest+1999,96
53023,close-up+1990,93
219640,joint+security+area+2000,86
178437,pirates+of+the+caribbean+at+worlds+end+2007,154
161805,the+shawshank+redemption+1994,7
148890,the+wolf+of+wall+street+2013,123
278789,harry+potter+and+the+philosophers+stone+2001,90
88442,life+is+all+you+get+1997,70
165361,dial+m+for+murder+1954,100
307893,insurgent+2015,84
277149,galileo+1975,62
112129,kabhi+khushi+kabhie+gham+2001,187
344027,the+shawshank+redemption+1994,134
157113,i+heart+monster+movies+2012,59
238595,se7en+1995,102
222636,grave+of+the+fireflies+1988,81
317472,night+and+day+1946,48
192594,admiral+2008,35
39998,se7en+1995,64
258266,character+1997,6
240320,out+of+africa+1985,42
184931,the+imitation+game+2014,111
63765,letters+to+santa+2011,25
135856,daughters+of+darkness+1971,29
303491,nicholas+nickleby+2002,116
279760,my+neighbor+totoro+1988,56
198549,the+lord+of+the+rings+the+return+of+the+king+2003,194
10425,iron+man+2008,126
211097,return+to+the+36th+chamber+1980,73
269978,escape+from+alcatraz+1979,104
140583,kikis+delivery+service+1989,79
112498,romance++cigarettes+2005,92
172697,the+cameraman+1928,40
336399,white+material+2010,14
196249,shall+we+dance+1937,94
125472,today+2013,33
293512,the+king+and+four+queens+1956,16
219209,manhattan+murder+mystery+1993,30
62070,the+life+aquatic+with+steve+zissou+2004,5
343891,x-men+days+of+future+past+2014,97
158522,a+guide+to+recognizing+your+saints+2006,86
173916,the+magnificent+one+1973,92
298460,interstellar+2014,120
159252,of+gods+and+men+2010,86
243316,rio+bravo+1959,124
48505,so+long+letty+1929,19
236735,normal+2003,7
115112,back+to+the+future+1985,95
306291,the+lord+of+the+rings+the+return+of+the+king+2003,71
319421,dead+mans+shoes+2004,7
238903,se7en+1995,70
43432,star+wars+1977,42
116890,hitman+hart+wrestling+with+shadows+1998,55
144603,hard+times+1975,35
44532,nightcrawler+2014,115
43527,butterfield+8+1960,12
118990,how+to+train+your+dragon+2+2014,27
241470,ponyo+2008,75
109380,monsters_+inc.+2001,71
12103,pom+poko+1994,1
220374,invictus+2009,6
158098,iron+man+2+2010,13
237624,total+recall+1990,7
45254,the+conscientious+objector+2004,72
22607,vice+2015,45
209899,cast+away+2000,93
258419,point+blank+1967,76
64373,iron+man+3+2013,95
308169,the+consequences+of+love+2004,15
316340,finding+nemo+2003,39
73604,wild+tales+2014,76
126047,gladiator+2000,90
24356,ran+1985,32
289107,advise++consent+1962,112
90346,leon+the+professional+1994,78
92905,memories+of+matsuko+2006,131
207853,forbidden+planet+1956,72
154115,babel+2006,82
225084,north+west+frontier+1959,102
342864,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,15
46756,laura+1944,16
140418,nausica+of+the+valley+of+the+wind+1984,15
307254,broken+bridges+2006,19
5202,what+about+dick+2012,68
153877,high+crimes+2002,5
332992,saving+private+ryan+1998,24
241694,whiplash+2014,0
194793,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,19
51743,dumbo+1941,21
181489,drained+2006,1
143646,55+days+at+peking+1963,0
324676,the+lady+from+shanghai+1947,0
335843,sid++nancy+1986,7
129974,stag+night+2008,59
284552,megamind+2010,2
108436,harry+potter+and+the+deathly+hallows+part+2+2011,41
199295,the+avengers+2012,0
131067,chapiteau-show+2011,0
53019,the+art+of+war+iii+retribution+2009,30
204686,explore rs+1985,22
134464,the+rocky+saga+going+the+distance+2011,63
264068,coquette+1929,35
26294,the+bad+and+the+beautiful+1952,53
182720,spirited+away+2001,20
195692,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,136
180085,cut+and+run+1985,23
101803,leon+the+professional+1994,68
52344,sacrifice+2010,31
119786,nausica+of+the+valley+of+the+wind+1984,52
352311,spirited+away+2001,60
118335,star+wars+1977,46
156506,my+name+is+joe+1998,67
31575,the+godfather+1972,135
227279,stonehearst+asylum+2014,82
22042,peter+pan+1953,35
98533,russian+dolls+2005,27
318180,princess+mononoke+1997,89
350389,monsters_+inc.+2001,66
129936,insurgent+2015,88
224548,cowspiracy+the+sustainability+secret+2014,58
217754,conspiracy+theory+1997,37
92566,i_+robot+2004,43
150423,payback+1999,71
150185,the+devils+backbone+2001,71
256791,le+week-end+2013,76
111357,friends+of+god+a+road+trip+with+alexandra+pelosi+2007,47
135123,beauty+and+the+beast+1991,38
231591,house+of+usher+1960,3
314023,forever_+darling+1956,24
71073,interstellar+2014,86
335536,forrest+gump+1994,46
136306,a+walk+to+remember+2002,72
234136,the+soul+of+a+man+2003,55
6767,beethovens+5th+2003,52
331060,anastasia+1997,79
58638,the+dark+knight+2008,140
213793,mister+lonely+2008,80
103198,little+white+lies+2010,65
316606,baby+doll+1956,73
274800,mickey_+donald_+goofy+the+three+musketeers+2004,68
307421,a+flower+1971,9
17403,the+lord+of+the+rings+the+two+towers+2002,6
86239,cul-de-sac+1966,64
120271,good+vibrations+2012,73
200258,steep+2007,46
256913,scarface+1983,155
263917,children+of+paradise+1945,110
156244,the+dark+knight+rises+2012,166
325077,dawn+of+the+planet+of+the+apes+2014,47
160251,the+dark+knight+rises+2012,98
1679,a+snake+of+june+2002,56
84550,mrs.+miniver+1942,94
13934,dont+tempt+me+2001,34
197186,despicable+me+2010,29
181014,2001+a+space+odyssey+1968,89
20468,interstellar+2014,78
239832,animal+kingdom+2010,18
107664,indiana+jones+and+the+temple+of+doom+1984,87
126789,the+house+on+sorority+row+1983,36
332334,the+green+mile+1999,69
50231,the+incredible+hulk+2008,26
157510,alice+2005,51
304144,shrek+forever+after+2010,68
61970,romance+in+a+minor+key+1943,83
60022,harry+potter+and+the+prisoner+of+azkaban+2004,28
273406,the+dark+knight+rises+2012,24
65343,northwest+2013,57
293865,guess+whos+coming+to+dinner+1967,100
270600,everest+1998,32
105215,inherent+vice+2014,50
98324,the+shawshank+redemption+1994,89
327730,princess+mononoke+1997,29
11326,serenity+2005,66
120274,finding+nemo+2003,63
272285,there+be+dragons+2011,37
205342,star+wars+episode+i+-+the+phantom+menace+1999,54
325177,tokyo.sora+2002,80
211971,turkish+delight+1973,2
192905,switching+goals+1999,64
9256,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,177
176468,whisper+of+the+heart+1995,80
74300,seven+samurai+1954,33
145266,bambi+1942,32
262502,the+fighting+seabees+1944,35
318114,the+green+mile+1999,107
210536,the+departed+2006,40
338319,whisper+of+the+heart+1995,32
205337,lonely+street+2009,72
350736,up+2009,19
149523,vampyr+1932,44
237753,kingsman+the+secret+service+2015,84
177832,the+sacrament+2013,67
221169,crazy+people+1990,5
213428,how+to+steal+a+million+1966,57
292877,the+sea+hawk+1940,127
78744,the+incredibles+2004,46
67538,eva+1962,62
25765,the+dark+knight+2008,66
138033,for+a+few+dollars+more+1965,16
20326,man+with+a+movie+camera+1929,31
102165,dead+of+night+1974,12
350276,the+terminal+2004,7
273507,the+forgotten+woman+2008,49
345077,the+lord+of+the+rings+the+two+towers+2002,75
153293,gangsters+1977,45
110763,young+mr.+lincoln+1939,45
184008,the+last+time+i+saw+paris+1954,101
143365,i_+robot+2004,56
115424,bruce+almighty+2003,1
160078,titanic+1997,177
280626,the+godfather+1972,106
253826,ong-bak+the+thai+warrior+2003,43
91657,the+princess+and+the+frog+2009,86
82942,snow+2008,33
327055,seven+samurai+1954,195
248861,harry+potter+and+the+chamber+of+secrets+2002,151
200811,princess+protection+program+2009,50
161869,toy+story+3+2010,20
29681,the+incredible+hulk+2008,49
208362,the+dark+knight+2008,6
18521,the+shining+1980,23
281688,repo+man+1984,66
287173,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,102
12721,wyvern+2009,35
191648,make+the+yuletide+gay+2009,48
22219,bobby+fischer+against+the+world+2011,59
113764,the+perils+of+pauline+1914,238
313705,one+flew+over+the+cuckoos+nest+1975,34
126608,houdini+2014,46
339739,indiana+jones+and+the+last+crusade+1989,65
288566,leap+of+faith+1992,55
344162,predator+2+1990,83
2286,i_+robot+2004,84
329575,the+lord+of+the+rings+the+return+of+the+king+2003,80
34539,i_+robot+2004,90
77034,october+sky+1999,22
74614,willy+wonka++the+chocolate+factory+1971,82
329284,the+secret+world+of+arrietty+2010,70
7207,pulp+fiction+1994,116
246267,finding+forrester+2000,80
1361,the+man+who+knew+too+much+1956,92
339105,the+hunger+games+catching+fire+2013,133
316633,the+shawshank+redemption+1994,104
301261,dolls+1987,25
116507,brave+2012,65
141937,lost+horizon+1937,12
152575,marathon+man+1976,23
203099,california+dreamin+2007,139
350767,casino+royale+2006,39
156745,the+rose+tattoo+1955,6
291744,interstellar+2014,144
15002,the+departed+2006,18
54825,upstream+color+2013,30
199174,killing+zoe+1993,14
100362,guardians+of+the+galaxy+2014,60
148824,sixteen+candles+1984,13
35226,the+lion+king+1994,20
335095,at+the+devils+door+2014,20
68444,mulan+1998,41
317469,true+blue+1996,49
28852,howls+moving+castle+2004,32
162711,the+terminator+1984,68
93319,bolt+2008,3
224969,jew+sss+1934,49
69862,big+night+1996,73
267036,death+on+the+nile+1978,21
6642,little+children+2006,9
91303,megamind+2010,87
341734,tinker+tailor+soldier+spy+2011,66
106878,lola+1961,76
188863,the+lord+of+the+rings+the+return+of+the+king+2003,187
275018,ice+princess+2005,84
222431,death+of+a+cyclist+1955,35
83689,grass+a+nations+battle+for+life+1925,69
322535,house+of+games+1987,58
56003,the+beautiful+country+2004,28
91519,un+flic+1972,79
226299,inglourious+basterds+2009,51
164870,city+hall+1996,70
99660,harry+potter+and+the+deathly+hallows+part+2+2011,98
100451,the+good_+the+bad+and+the+ugly+1966,25
132218,piccadilly+1929,17
322445,star+wars+1977,60
79056,the+bird+with+the+crystal+plumage+1970,28
104108,bennys+video+1993,85
289941,pinocchio+1940,57
104169,frenzy+1972,52
240953,the+matrix+1999,89
297854,forbidden+planet+1956,19
323195,the+two+faces+of+january+2014,13
238567,the+fifth+element+1997,12
211528,monsters_+inc.+2001,81
214218,dead+man+walking+1995,58
270215,apollo+13+1995,122
156734,erin+brockovich+2000,63
174966,dead+men+walk+1943,2
106288,medicine+for+melancholy+2008,37
135767,avatar+2009,113
92268,alfie+1966,113
80283,the+emperor+and+the+assassin+1998,95
167715,mongol+the+rise+of+genghis+khan+2007,57
300314,the+jungle+book+1967,66
288470,the+dark+knight+2008,147
183191,hellboy+ii+the+golden+army+2008,10
44914,star+wars+episode+iii+-+revenge+of+the+sith+2005,137
104084,avatar+2009,92
200804,annabelle+2014,90
272863,twin+sisters+2002,94
43539,team+america+world+police+2004,75
58206,my+darling+clementine+1946,24
147688,dating+games+people+play+2008,31
96591,two+shots+fired+2014,26
243512,the+best+years+of+our+lives+1946,20
243035,the+wild+bunch+1969,75
185770,i+accuse+1938,17
4670,seven+samurai+1954,133
104883,american+pie+2+2001,33
327069,lucky+number+slevin+2006,83
240969,paris+when+it+sizzles+1964,41
214512,the+matrix+1999,13
341964,the+scarlet+empress+1934,46
188980,olivier_+olivier+1992,28
69918,johnny+was+2006,18
321222,project+x+2012,29
287728,secret+sunshine+2007,9
123560,those+daring+young+men+in+their+jaunty+jalopies+1969,41
305306,that+cold+day+in+the+park+1969,68
174139,frankenstein+1931,33
101421,make+your+move+2013,6
201386,brokeback+mountain+2005,107
57309,pirates+of+the+caribbean+on+stranger+tides+2011,129
66014,the+hobbit+the+battle+of+the+five+armies+2014,44
233136,fight+club+1999,1
353,anatomy+of+hell+2004,17
328580,harry+potter+and+the+philosophers+stone+2001,2
272035,grease+1978,40
99792,inside+job+2010,79
207040,earth+vs.+the+flying+saucers+1956,19
181179,when+a+woman+ascends+the+stairs+1960,72
171791,some+like+it+hot+1959,57
249211,the+daytrippers+1996,11
308336,ghostbusters+1984,46
50278,caddyshack+1980,74
336890,schizo+2004,26
340398,oliver+twist+1948,60
308939,the+mist+2007,97
97703,the+lord+of+the+rings+the+return+of+the+king+2003,66
195398,moon+2009,45
274787,harry+potter+and+the+goblet+of+fire+2005,31
48156,stranger+in+the+house+1997,90
121374,ira++abby+2006,46
176383,knockin+on+heavens+door+1997,18
75173,partners+in+crime+2012,49
199384,2001+a+space+odyssey+1968,122
279391,the+thin+blue+line+1988,75
324407,friday+1995,23
31254,directed+by+john+ford+1971,80
165424,my+man+godfrey+1936,95
218584,batman+begins+2005,118
119660,it+follows+2015,89
79215,my+best+friends+wife+1998,13
76306,the+hunger+games+mockingjay+-+part+1+2014,82
250109,w.e.+2011,66
182688,batman+begins+2005,69
319382,the+big+hit+1998,63
148245,harry+potter+and+the+chamber+of+secrets+2002,70
335572,the+princess+and+the+frog+2009,26
201532,bruce+almighty+2003,26
302940,true+grit+2010,7
201471,tekkonkinkreet+2006,3
251778,three+days+of+the+condor+1975,107
11448,batman+begins+2005,93
57622,once+upon+a+time+in+phuket+2011,88
161205,cry_+the+beloved+country+1952,40
305960,summer+storm+2004,29
185547,the+impossible+2012,108
256237,ulysses+gaze+1995,95
33250,shutter+island+2010,117
251321,shadow+magic+2000,5
8883,a+room+with+a+view+1985,16
146688,constantine+2005,43
303167,to+have+or+not+1995,52
58844,giliap+1975,36
61626,the+boy+in+the+striped+pyjamas+2008,3
174422,hairspray+2007,80
147494,a+man+of+no+importance+1994,85
82619,cinderella+2015,39
92689,the+rose+seller+1998,55
297485,shutter+island+2010,87
4644,12+angry+men+1957,88
167506,lady+terminator+1989,44
60572,spirited+away+2001,119
262702,blue+sunshine+1978,68
254900,beetlejuice+1988,29
99276,suicide+club+2010,34
302307,all+the+kings+men+1949,20
137571,how+to+survive+a+plague+2012,29
244279,passage+to+marseille+1944,81
167809,princess+mononoke+1997,23
70290,excision+2012,82
282624,the+shawshank+redemption+1994,98
99165,foreign+correspondent+1940,44
335288,home+alone+2+lost+in+new+york+1992,93
174073,the+omega+man+1971,20
181914,despicable+me+2+2013,2
31713,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,121
135523,the+amazing+spider-man+2012,86
45460,boy+meets+girl+1984,14
288817,babylon+1980,4
165257,frailty+2001,98
39094,the+hunger+games+mockingjay+-+part+1+2014,112
250217,donovans+reef+1963,43
6372,harry+potter+and+the+order+of+the+phoenix+2007,92
311951,bigger+stronger+faster*+2008,36
285564,moolaad+2004,6
135967,the+phantom+stagecoach+1957,48
29171,gladiator+1992+1992,2
300062,the+dark+knight+rises+2012,95
189232,guns+of+the+magnificent+seven+1969,70
223650,distant+2002,95
204025,the+hit+1984,71
79995,whiplash+2014,54
202447,galaxy+quest+1999,97
312844,princess+mononoke+1997,97
307311,bruce+almighty+2003,25
264288,agatha+1979,40
3593,harry+potter+and+the+deathly+hallows+part+2+2011,102
167679,mississippi+grind+2015,48
178768,the+devil+wears+prada+2006,15
27897,hairspray+2007,76
177586,il+mare+2000,70
134270,mr.+belvedere+goes+to+college+1949,63
278305,shutter+island+2010,9
105026,the+flight+of+the+phoenix+1965,39
129058,howls+moving+castle+2004,53
182513,the+yellow+handkerchief+2008,68
221034,an+unlikely+weapon+2009,12
128627,the+green+mile+1999,74
5237,you+again+2010,95
262310,one+day+in+september+1999,95
36548,how+to+train+your+dragon+2+2014,41
3980,x-men+days+of+future+past+2014,57
251959,the+boy+in+the+striped+pyjamas+2008,23
322900,like+you+know+it+all+2009,72
277288,raiders+of+the+lost+ark+-+the+adaptation+1989,92
189355,rent+filmed+live+on+broadway+2008,32
210620,pride+and+glory+2008,31
15301,the+inbetweeners+2+2014,35
70773,the+three+musketeers+1973,12
343100,castaway+on+the+moon+2009,18
44147,the+best+mans+wedding+2000,23
305135,the+pink+panther+1963,112
132346,stealing+beauty+1996,115
12923,apollo+13+1995,73
172921,big+hero+6+2014,81
184912,inception+2010,89
256564,the+man+next+door+2009,7
69513,think+like+a+man+too+2014,38
329684,battle+of+the+year+2013,90
80049,berlin+symphony+of+a+great+city+1927,26
151464,the+good_+the+bad+and+the+ugly+1966,59
10823,the+chalk+garden+1964,18
274996,hector+and+the+search+for+happiness+2014,43
204660,the+sugar+curtain+2005,56
183072,louise+brooks+looking+for+lulu+1998,41
293792,star+wars+1977,93
269352,frozen+planet+2011,24
97734,the+alamo+1960,125
327687,whiplash+2014,4
136506,first+blood+1982,20
1774,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,29
